grant_id,funding,sponsor,awardee,title,date,is_anticipated,department_id,capabilities_id
G00392,20000,NSF,Kai Zeng,"IUCRC for Planning Grant George Mason University: Center for Wireless Innovation Towards Secure, Pervasive, Efficient and Resilient Next G Networks (WISPER)",2022-10-17,False,,
G00393,50000,the National Science Foundation (NSF),Sanmay  Das,FAI: FairGame: An Audit-Driven Game Theoretic Framework for Development and Certification of Fair AI,2022-10-17,False,,
G00394,85700,the National Institutes of Health (NIH),Lei Yang,“Achieve Fairness in AI-Assisted Mobile Healthcare Apps through Unsupervised Federated Learning.”,2022-10-17,False,,
G00395,66000,US Department of Army,Parth  Pathak,Millimeter-wave Networking in Transient Topologies,2022-10-17,False,,
G00396,10000,US Department of the Army,Vijay K Shah,"“5G Technology Platform for Military Base with a Resilient, Green, And Secure Electric Grid (5G-BASE).”",2022-10-17,False,,
G00397,50000,the Virginia Innovation Partnership Authority,Foteini  Baldimtsi,,2022-10-17,False,,
G00398,40489,the National Science Foundation,Jinwei Ye,“Collaborative Mobile Manufacturing in Uncertain Scenarios.”,2022-10-03,False,,
G00399,329694,the National Science Foundation,Ningshi Yao,“Resolving Contentions for Complex Control System with Shared Resources using Robust Model Predictive Control”,2022-10-03,False,,
G00400,810104,the Office of Naval Research,Itamara Lochard,“Habitus and the Information Environment: An ethnographic case study of digital anthropology” from the Office of Naval Research,2022-10-03,True,,
G00401,195362,the National Science Foundation,Khaled  Khasawneh,“Collaborative Research: SHF: Medium: Approximate Computing for Machine Learning Security: Foundations and Accelerator Design,2022-10-03,False,,
G00402,27780,the Southeastern Center,Xuan Wang,Electrical Engineering Education,2022-10-03,False,,
G00403,264614,the NSF,Myeong  Lee,“Collaborative Research: HCC: MEDIUM: Understanding the Present and Designing the Future of Risk Prediction IT in Fire Departments.”,2022-09-26,False,,
G00404,75000,the USAF,Paulo Cesar Costa,“ADS-Bsec Distributed Key Management for UAM Networks.”,2022-09-26,False,,
G00405,75000,the USAF,Duminda Wijesekera,“ADS-Bsec Distributed Key Management for UAM Networks.”,2022-09-26,False,,
G00406,81335,the USDOE,Giorgio Ascoli,“Learning Rules in the Hippocampus and their Mapping to Neuromorphic Systems.”,2022-09-26,False,,
G00407,21890,the Brazilian Army Commission,Paulo Cesar Costa,“System of Command and Control Systems S²C²”,2022-09-26,False,,
G00408,198637,SOLMAX,Burak Tanyu,“Evaluating the Compatibility of PVC-coated Geogrid to be used in MSE structures that Contain Recycled Concrete Aggregate.”,2022-09-26,False,,
G00409,306880,the National Science Foundation,Myeong Lee,"DASS: Exploring how convergence methods foster shared accountability to reveal, map, and mitigate the sources and dynamics of bias across social service provisioning systems",2022-09-12,False,,
G00410,146519,the National Science Foundation,Lily  Wang,“Keeping Shelters in Place: Understanding the Impacts of Residential Landlord Decision-Making on Post-Disaster Housing Stability.”,2022-08-15,False,,
G00411,250669,the National Science Foundation,Pramita  Bagchi,“Collaborative Research: Empirical Frequency Band Analysis for Functional Time Series.”,2011-08-15,False,,
G00412,114466,the National Science Foundation,Evgenios  Kornaropoulos,“Collaborative Research : SaTC : CORE : Medium : The Next Generation of Leakage Attacks and Defenses for Encrypted Databases.”,2022-08-15,False,,
G00413,40000,the U.S. Department of Energy,Weiwen Jiang,Intelligent Quantum Sensing with Quantum Neural Networks,2022-08-08,False,,
G00414,499495,the National Science Foundation,Jinwei Ye,RI: Small: Computational Imaging for Underwater Exploration    computer vision,2022-06-06,False,,
G00415,600000,the National Science Foundation,Khaled Khasawneh,,2022-06-06,False,,
G00416,35985,Virginia Innovation Partnership Authority,Massimiliano Albanese,Preparing Virginia’s Workforce to Secure the Nation’s Election Infrastructure,2022-06-06,False,,
G00417,8500,GMU Foundation,Kevin Moran,Sage Research Lab,2022-06-06,False,,
G00418,80000,Virginia Innovation Partnership Authority,"""Bo Yu",Broadband Adoption Rise in Rural Communities Using Rail Tracks,2022-06-06,False,,
G00419,8000,NSF,Leigh McCue,BRITE Relaunch: Persistent and Accessible Maritime Monitoring (PAMM),2022-05-24,False,,
G00420,299248,the National Science Foundation,Purohit,“EAGER: Inclusive-ScamBuster: Inclusive Scam Detection Methods for Social Media to Design Assistive Tools for Protecting Individuals with Developmental Disabilities.”,2022-05-24,False,,
G00421,33757,the Virginia Transportation Research Council,Shanjiang Zhu,“Developing a Technical Memo on the Modeling of the I-66 Express Toll Lanes and a Plan for Model Update and Maintenance.”,2022-05-24,False,,
G00422,4478,GMU Foundation,John Shortle,SEOR,2022-05-24,False,,
G00423,80000,Virginia Innovation Partnership Authority,Ali Khalid,“Cybersecurity Vulnerability Assessment Models for Small Unmanned Aerial Systems,2022-05-24,False,,
G00424,80000,Virginia Innovation Partnership Authority,Paulo Costa,“Cybersecurity Vulnerability Assessment Models for Small Unmanned Aerial Systems,2022-05-24,False,,
G00425,80000,Virginia Innovation Partnership Authority,Lance Sherry,“Cybersecurity Vulnerability Assessment Models for Small Unmanned Aerial Systems,2022-05-24,False,,
G00426,30000,Virginia Innovation Partnership Authority,Bo Han,“Securing the Metaverse: A Privacy-preserving Zero Trust Approach.”,2022-05-24,False,,
G00427,30000,Virginia Innovation Partnership Authority,Songqing Chen,“Securing the Metaverse: A Privacy-preserving Zero Trust Approach.”,2022-05-24,False,,
G00428,,Virginia Innovation Partnership Authority,Evgenios Kornaropoulos,“Hardware-Assisted Machine Learning on Encrypted Data in the Real World.”,2022-05-24,False,,
G00429,,Virginia Innovation Partnership Authority,Giuseppe Ateniese,“Hardware-Assisted Machine Learning on Encrypted Data in the Real World.”,2022-05-24,False,,
G00430,380860,the Western Norway Institute,Hemant Purohit,"his grant, “Violence-inducing Behaviour Prevention in Social-Cyber Space of Local Communities.”",2022-05-05,False,,
G00431,219967,NASA,Lance Sherry,“Analytic Standard Operating Procedure Digital Assistant (ASOPDA),2022-04-25,False,,
G00432,74376,the EPA,Lucas Henneman,"“Predictive, source-oriented modeling and measurements to evaluate community exposures to air pollutants and noise from unconventional oil and gas development.”",2022-04-18,False,,
G00433,100000,the Department of Defense,Lance Sherry,“Holistic Assurance Framework: Fast Time Emergent Scenario Simulation.”,2022-04-18,False,,
G00434,100000,the Department of Defense,Ali Khalid Raz,“Holistic Assurance Framework: Fast Time Emergent Scenario Simulation.”,2022-04-18,False,,
G00435,100000,the Department of Defense,Brett Berlin,“Holistic Assurance Framework: Fast Time Emergent Scenario Simulation.”,2022-04-18,False,,
G00436,100000,the Department of Defense,John Shortle,“Holistic Assurance Framework: Fast Time Emergent Scenario Simulation.”,2022-04-18,False,,
G00437,100000,the Department of Defense,James Baldo,“Holistic Assurance Framework: Fast Time Emergent Scenario Simulation.”,2022-04-18,False,,
G00438,22500,NATO,Michael Hieb,“Support for C2SIM Sandbox Enhancement & Operation.”,2022-04-18,False,,
G00439,100000,the Virginia Innovation Partnership Authority forn”Preserving NextG Cryptography,Sai Manoj Pudukotai Dinakarrao,Power Constrained Devices.”,2022-04-11,False,,
G00440,35553,the Office of Naval Research,Ali Beheshti,"“Cracks initiation/propagation study for Propulsion Shaft Materials subjected to Laser Shock Peening,”",2022-04-11,False,,
G00441,,Air Force Research Laboratory,Eric W. Vollmecke,,2022-04-08,False,,
G00442,280000,the National Science Foundation,Kai Zeng,Secure Wireless Powered Backscatter Communication for IoT,2022-04-08,False,,
G00443,170001,the U.S. Navy,Cameron Nowzari,"The Cycle of Emergence: Structure, Agency, and the Environment",2022-03-21,False,,
G00444,40000,"the Virginia Innovation Partnership for, “Characterizing Biases in Automated Scam Detection Tools",Hemant Purohit,Social Media to Aid Individuals with Developmental Disabilities.”,2022-03-21,False,,
G00445,184500,the National Science Foundation,Vijay Shah,,2022-03-14,False,,
G00446,580000,the National Science Foundation,Xiang Chen,"CAREER: ""Adapt, Learn, Collaborate"""" — Closing the Pervasive Edge AI Loop with Liquid Intelligence",2022-03-14,False,,
G00447,149550,the U.S. Department of Health and Human Services,Juan Cebral,,2022-03-14,False,,
G00448,14580,George Mason University Foundation,Pei Dong,“Advanced Heat Transfer Fluids for Modern Engines and E-Vehicles Cooling System.”,2022-03-14,False,,
G00449,2500,George Mason University Foundation,Pei Dong,“Advanced Heat Transfer Fluids for Modern Engines and E-Vehicles Cooling System.”,2022-03-14,False,,
G00450,302675,the US Department of Health and Human Services,Holger Dannenberg,“The Role of Sensory Inputs and Cholinergic Modulation for the Coding of Location and Movement Speed in the Entorhinal CortexMemory-guided navigation.”,2022-03-10,False,,
G00451,295018,the National Science Foundation,Vijay Shah,Collaborative research: CCRI: New: Open AI Cellular (OAIC): Prototyping Artificial intelligence-Enabled Control and Testing Systems for Cellular Communications Research,2022-02-28,False,,
G00452,69926,the U.S. Department of Energy,Pei Dong,In-situ Characterization of Electrode/Electrolyte Interface,2022-02-28,False,,
G00453,106985,the National Science Foundation,Foteini Baldimtsi,CAREER: Privacy Preserving Transactions with Accountability Extensions,2022-02-21,False,,
G00454,46107,the USDA,Pei Dong,Partnership: Biomass-based Nanocomposite Electrodes with Insertion Materials for Desalinating Brackish Agricultural Drainage,2022-02-21,False,,
G00455,35000,the US Department of Transportation (USDOT),Mohan Venigalla,Dwight David Eisenhower Transportation Fellowship Program Graduate Fellowship,2022-02-21,False,,
G00456,9419,Textiles Coated International,Kuo Tian,Response of Wrinkles of Everliner and HDPE GM under High Confining Stress,2022-02-21,False,,
G00457,89996,the Virginia Innovation Partnership Authority,Liza Wilson-Durant,CCI Scholars Program – High School Experiential Learning Program,2022-02-16,False,,
G00458,9419,Textiles Coated International,Kuo Tian,Response of Wrinkles of Everliner and HDPE GM under High Confining Stress,2022-02-14,False,,
G00459,35000,the U.S. Department of Transportation,Mohan Venigalla,the Dwight David Eisenhower Transportation Fellowship Program (DDETFP) Graduate Fellowship,2022-02-14,False,,
G00460,165000,the U.S. Department of Agriculture,Pei Dong,Partnership: Biomass-based Nanocomposite Electrodes with Insertion Materials for Desalinating Brackish Agricultural Drainage,2022-02-14,True,,
G00461,548147,the National Science Foundation,Foteini Baldimtsi,CAREER: Privacy-Preserving Transactions with Accountability Extensions,2022-02-14,True,,
G00462,280000,the U.S. Department of the Air Force,Kuo-Chu Chang,Explainable and Transparent Machine Learning for Autonomous Decision Making (EXTRA),2022-02-09,False,,
G00463,123905,the MITRE Corporation,Stephanie Dailey,Simulation Experiments (SIMEX),2022-02-07,False,,
G00464,123905,the MITRE Corporation,Kathryn Laskey,Simulation Experiments (SIMEX),2022-02-07,False,,
G00465,40000,the Virginia Innovation Partnership Authority,Vivian Genaro Motti,Human-Centric Training for Privacy and Security Controls: Bridging the Awareness Gap for Diverse Populations,2022-01-28,False,,
G00466,40000,the Virginia Innovation Partnership Authority,Eric Osterweil,Enabling Invisible Security and Privacy for Resilient Human-Centric Cybersecurity Systems,2022-01-28,False,,
G00467,500000,the National Science Foundation,Zhisheng Yan,"a CAREER award: ""Machine-centered Cyberinfrastructure for Panoramic Video Analytics in Science and Engineering Monitoring",2022-01-21,True,,
G00468,123905,the U.S. Department of Homeland Security,Stephanie Dailey,simulation experiments (SIMEX),2022-01-21,False,,
G00469,123905,the U.S. Department of Homeland Security,Kathryn Laskey,simulation experiments (SIMEX),2022-01-21,False,,
G00470,35300,the Electric Power Research Institute,Kuo Tian,"the ""evaluation of the degradation of HPDE geomembrane installed at a utility evaporation pond after 20-yr service",2022-01-20,False,,
G00471,100000,the Virginia Innovation Partnership Authority,Khaled Khasawneh and Sai Manoj Pudukotai Dinakarrao,Energy-Preserving NextG Cryptography for Power Constrained Devices,2022-01-18,False,,
G00472,14400,the U.S. Department of Transportation,Vivian Genaro Motti,DoT Inclusive Design Challenge: ATLAS - Accessible Technology Leveraged for Autonomous Vehicle System,2022-01-13,False,,
G00473,100000,the Air Force,Ali Raz,AI Engineering Seedlings,2022-01-12,True,,
G00474,100000,the Air Force,Shou Matsumoto,AI Engineering Seedlings,2022-01-12,True,,
G00475,100000,the Air Force,Paulo Costa,AI Engineering Seedlings,2022-01-12,True,,
G00476,100000,the Air Force,and Ziyu Yao,AI Engineering Seedlings,2022-01-12,True,,
G00477,452782,the National Institutes of Health,Juan Cebral,Bridging the Gap from Hemodynamic Stress to Intracranial Aneurysm Instability: An Integrated Multimodal Approach,2022-01-06,True,,
G00478,64826,the National Security Agency,Massimiliano Albanese and Khondkar Islam,VA-CNIP: A Coalition for the Virginia Cyber Navigator Internship Program,2022-01-06,False,,
